0	40
16	1
20	1
21	1
22	4
26	4
33	1
34	1
36	3
38	1
42	1
44	2
46	1
47	1
50	1
52	4
55	6
57	4
60	1
61	4
63	6
66	2
68	2
72	2
73	2
77	1
78	2
84	2
88	1
100	2
